Title,Brand,Screen_Size,Ram,Rating,Disk_size,Price_dollar,Price_npr
"Alienware AW15R3-7390SLV-PUS 15.6"" Gaming Laptop (7th Generation Intel Core i7, 16GB RAM, 512SSD + 1TB HDD, Silver) VR Ready with NVIDIA GTX 1070",Alienware,15.6,16.0,3.2,1000.0,1899.0,252016.29
"Alienware - 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 - 512GB SSD + 1TB+8GB Hybrid Hard Drive - Epic Silver",Alienware,17.3,16.0,4.2,1000.0,1999.95,265413.3645
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 16GB RAM, 2 X 256GB SSD (R0) + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10",Alienware,17.3,16.0,3.5,1512.0,4199.0,557249.29
"Alienware 15 15 R4 15.6"" LCD Gaming Notebook - Intel Core i7 (8th Gen) i7-8750H Hexa-core (6 Core) 2.20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Home 64-bit (English) - 1920 x 1080 - in-pl",Alienware,15.6,8.0,3.5,256.0,1499.81,199039.7851
"Alienware 17 R5 Premium Hexa-Core Gaming Laptop, 17.3"" QHD 120Hz 400-nits Display, 8th Gen Intel Core i7 Processor, 8GB DDR4 256GB PCIe SSD, 8GB GTX 1070 WIFI HDMI BT 5.0 Thunderbolt Backlit KB Win 10",Alienware,17.3,8.0,5.0,256.0,1499.95,199058.36450000003
"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue",Lenovo,15.6,16.0,4.6,512.0,839.0,111343.69
"Dell Alienware Area 51M Gaming Laptop 17.3"" 1TB RAID 0 (2 x 512GB PCIe SSD) + 1TB (+8GB SSHD) Hybrid Drive (3.6GHz i9-9900K, 32GB RAM, RTX 2080, Windows 10 Home) Dark Side of The Moon",Alienware,17.3,32.0,2.5,2048.0,4999.95,663543.3645
"Alienware M15 Gaming Laptop, 9th Gen Intel Core i7-9750H, 15. 6"" FHD 1920x1080 144Hz IPS, 16GB DDR4, 2666MHz, 512GB SSD, NVIDIA GeForce GTX 1660 6GB GDDR6",Alienware,15.6,16.0,4.1,512.0,1499.95,199058.36450000003
"Latest_Dell Alien.Ware M15 R2 15.6"" FHD Display Laptop, 9th Generation Intel Core i7-9750H Processor, 16GB RAM, 256GB SSD, NVIDIA GeForce GTX 2060 , Wireless+Bluetooth, HDMI，Window 10",Alienware,15.6,16.0,0.0,256.0,1399.81,185768.7851
"2016 ALIENWARE 17.3"" FHD Display with Tobii IR Eye-tracking Gaming Laptop, Intel Core i7-6700HQ up to 3.5GHz, NVIDIA GeForce GTX 1060, 16GB DDR4, 128GB SSD + 1TB HDD, Bluetooth, Windows 10",Alienware,17.3,16.0,0.0,1024.0,1499.81,199039.7851
"Alienware 15 R4 Gaming Laptop, 15.6"" FHD IPS Display, Intel Core i7-8750H, 16GB DDR4 RAM, 128GB SSD + 1TB HDD, NVIDIA GTX 1060, Windows 10, Black",Alienware,15.6,16.0,3.0,1128.0,1499.81,199039.7851
"HP 2022 Pavilion Gaming 15.6"" FHD IPS Laptop, AMD Ryzen 5-5600H (Beats i7-9750H), 16GB RAM, 1TB HDD+512GB SSD, Backlit Keyboard, GeForce GTX 1650, Win 11, Acid Green, 32GB SnowBell USB Card",HP,15.6,16.0,4.9,1536.0,1069.0,141866.99000000002
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 128GB SSD + 1TB (+8GB SSHD) Hybrid Drive, NVIDIA GeForce RTX™ 2060, Windows 10",Alienware,17.3,16.0,0.0,1128.0,3999.0,530707.29
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 256GB SSD + 1TB (+8GB SSHD) Hybrid Drive, NVIDIA GeForce RTX™ 2060, Windows 10",Alienware,17.3,16.0,0.0,1256.0,3699.0,490894.29000000004
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel® Core i7-9700K, 16GB (2x8GB) RAM, 256GB SSD + 1TB (+8GB SSHD) Hybrid Drive, NVIDIA GeForce RTX 2080, Windows 10",Alienware,17.3,16.0,1.0,1256.0,4799.0,636875.29
"Alienware 17 R5 AW17R5-17.3"" FHD - i9-8950HK - GTX 1080 OC - 16GB - 1TB HDD+512GB SSD",Alienware,17.25,16.0,2.1,1024.0,3299.95,437936.3645
"Alienware 17 R3 i7-6820HK,UHD 4K IGZO,GTX 980M 8GB DDR5,32GB RAM,256GB PCIE SSD+1TB HDD,Windows 10",Alienware,17.3,32.0,0.0,1024.0,1499.95,199058.36450000003
"Dell Alienware M17 Laptop, 17.3"" FHD (1920 x 1080) Non-Touch, Intel Core 9th Gen i7-9750H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 2060, Windows 10",Alienware,17.3,16.0,0.0,512.0,2999.0,397997.29000000004
"ALIENWARE 17 R4 17.3"" 4K UHD~GTX 1080~I7-7820HK~8GB~128GB SSD+1TB HDD",Alienware,17.3,8.0,5.0,128.0,2899.98,384856.3458
"Alienware 17R4 Intel Core i7-6700HQ X4 2.6GHz 16GB 1.1TB 17.3"" Win10, Silver",Alienware,17.3,16.0,0.0,1128.0,1599.81,212310.7851
2015 Alienware 17 i7-4980HQ~GTX 980M~1080P~8GB RAM~1TB HDD,Alienware,17.3,8.0,0.0,1024.0,1399.95,185787.36450000003
ALIENWARE 17 R4 GTX 1080~i7-6820HK~QHD~32GB RAM~512GB SSD+1TB HDD,Alienware,17.3,32.0,5.0,1024.0,2499.95,331768.36449999997
"Alienware 15R3 Intel Core i7-7700HQ X4 2.8GHz 16GB 1TB 15.6"" Win10, Silver",Alienware,15.6,16.0,5.0,1000.0,1749.81,232217.2851
2016 ALIENWARE 17 R4,Alienware,17.3,32.0,5.0,1024.0,2794.81,370899.2351
Alienware 15 (1920 X 1080)~i7-4710 GTX 980m 4gb DDR5~16gb Ram~1T HDD Win 8,Dell,15.0,16.0,4.0,1024.0,1099.81,145955.7851
"Alienware AW15R3-10881SLV Laptop (6th Generation i7, 16GB RAM, 256GB + 1TB HDD) NVIDIA GeForce GTX1070",Alienware,15.6,16.0,3.6,1000.0,1599.81,212310.7851
"Asus ROG Zephyrus G14 VR Ready Gaming Laptop, 14"" 144Hz Full HD IPS Display, 8 Cores AMD Ryzen 9 5900HS,NVIDIA GeForce RTX 3060, Moonlight White-Tikbot Accessories (16GB RAM |1TB PCIe SSD)",ASUS,14.0,16.0,4.0,1024.0,1099.0,145848.29
"Alienware ALW18-7500sLV 18.4-Inch Laptop (2.4 GHz Intel Core i7-4700MQ Processor, 8GB DDR3L, 1TB HDD, 80GB SSD, Dual NVIDIA GeForce GTX 770M 3GB GDDR5, Windows 7 Home Premium)",Alienware,18.4,8.0,4.0,1024.0,1999.95,265413.3645
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 16GB RAM, 256GB SSD + 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10 Home",Alienware,17.3,16.0,3.3,1256.0,3699.95,491020.3645
"Alienware New M15 Gaming Laptop, 15.6"" 144hz FHD Display, Intel Core i7-9750H, NVIDIA RTX 2060 6GB, 512GB SSD, 16GB RAM, AWYA15-7947BLK-PUS",Alienware,15.6,6.0,4.2,512.0,1569.81,208329.4851
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6â€  240Hz FHD, GeForce RTX 3070, Intel Core i7-11375H, 16GB DDR4, 1TB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Moonlight White, TUF516PR-DS77-WH",ASUS,15.6,16.0,4.3,1024.0,1369.47,181742.36370000002
"Alienware 15 UHD 15.6-Inch Touchscreen Gaming Laptop (Intel Core i7 4710HQ, 16 GB RAM, 1 TB HDD + 256 GB SSD, Silver and Black) NVIDIA GeForce GTX 970M with 3GB GDDR5",Alienware,15.6,16.0,3.3,1024.0,1299.81,172497.7851
Alienware M17 Gaming Notebook | 8th Gen Intel Core i7-8750H 6-Core | 17.3 Inch FHD 1920x1080 60Hz IPS | 16GB 2666MHz DDR4 RAM | 512GB SSD| NVIDIA GeForce RTX 2070 Max Q,Alienware,17.0,16.0,4.1,512.0,1699.95,225600.36450000003
"Alienware AW15R3-7338SLV-PUS 15.6"" Gaming Laptop (7th Generation Intel Core i7, 16GB RAM, 256SSD + TB HDD, Silver) VR Ready with NVIDIA GTX 1060",Alienware,15.6,16.0,4.0,1000.0,1399.81,185768.7851
"Alienware m15 R7 Gaming Laptop - 15.6-inch QHD (2560 x 1440) 240Hz, Core i7-12700H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070 Ti 8GB GDDR6, Bluetooth, HDMI, USB-C, Wi-Fi 6, Windows 11 Home – Black",Alienware,15.6,16.0,0.0,1024.0,2499.0,331642.29000000004
"Alienware m15 R3 15.6"" FHD 300Hz 3ms 300nits Gaming Laptop, Intel Octa-Core i7-10875H up to 5.1GHz, 32GB DDR4 RAM, 1TB PCIe SSD, GeForce RTX 2080 Super 8GB GDDR6, WiFi 6, Cryo-Tech Cooling, Windows 10",Alienware,15.6,32.0,5.0,1024.0,2799.0,371455.29000000004
"Newest Alienware m15 R5 15.6"" 360Hz 1ms FHD Gaming Laptop, AMD Ryzen 9 5900HX (8 cores), GeForce RTX 3070, 64GB RAM, 2TB PCIe SSD, HDMI, WiFi 6, RGB Keyboard, Win 11 Home, Dark Side of The Moon",Dell,15.6,64.0,3.8,2048.0,1899.0,252016.29
"Alienware m15 R3 Gaming Laptop, 15.6"" FHD 300Hz 3ms 300-nits 100% sRGB, Intel 8-Cores i7-10875H up to 5.1GHz, 32GB DDR4 RAM, 2TB PCIe SSD, RTX 2080 Super 8GB GDDR6, WiFi 6, Cryo-Tech Cooling, Win10",Alienware,15.6,32.0,3.0,2048.0,2999.0,397997.29000000004
"2019 Dell Alienware 17 R5 17.3"" FHD VR Ready Gaming Laptop Computer, 8th Gen Intel Hexa-Core i7-8750H up to 4.1GHz, 32GB DDR4, 512GB SSD, GTX 1070 8GB, 802.11ac WiFi, Bluetooth 5.0, HDMI, Windows 10",Alienware,17.3,32.0,5.0,512.0,1594.95,211665.8145
"Alienware M15 R5 Gaming Laptop, 15.6 inch FHD 360Hz 1ms Display, AMD Ryzen R9 5900HX (Beats Core i7-11800H), 32GB DDR4 RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3070, Windows 11, Dark Side of The Moon",Alienware,15.6,32.0,3.3,1024.0,1725.0,228924.75
"Alienware M15 R6 Gaming Laptop - 15.6-inch FHD (1920 x 1080) 1ms 360Hz Display, Intel Core i7-11800H, 32GB DDR4 RAM, 1TB SSD, NVIDIA RTX 3070 8GB Graphics, Windows 11 Home - Black",Alienware,15.6,32.0,4.5,1024.0,1449.0,192296.79
"Alienware m15 R3 Gaming Laptop: Core i7-10750H, NVIDIA RTX 2070 Super, 15.6"" Full HD 300Hz Display, 16GB RAM, 512GB SSD",Alienware,15.6,16.0,4.2,512.0,1599.95,212329.36450000003
"Alienware X14 R1 Laptop i7-12700H 32G 1TB RTX 3060 14"" FHD 144Hz",Alienware,14.0,32.0,5.0,1024.0,2187.49,290301.7979
"Alienware AW15R3-5246SLV-PUS 15.6"" Gaming Laptop (7th Generation Intel Core i5, 8GB RAM, 1TB HDD, Silver) VR Ready with NVIDIA GTX 1060",Alienware,15.6,8.0,4.0,1000.0,1699.0,225474.29
"Dell Alienware X17 R1 Gaming Laptop (2021) | 17.3"" FHD | Core i9 - 2TB SSD - 32GB RAM - RTX 3080 | 8 Cores @ 5 GHz - 11th Gen CPU - 10GB GDDR6X Win 10 Home",Dell,17.3,32.0,5.0,2000.0,6599.0,875753.29
"Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 256GB SSD - Sandstone",Microsoft,12.4,8.0,4.6,256.0,699.0,92764.29000000001
"Alienware m15 R4 Gaming Laptop, 15.6 inch Full HD (FHD) - Intel Core i7-10870H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 10 Home - Lunar Light",Alienware,15.6,16.0,4.5,512.0,1499.95,199058.36450000003
"MSI GE76 Raider 17.3"" 144Hz Gaming Laptop Intel Core i7-11800H RTX3060 16GB 1TB NVMe SSD Win11 - Blue (11UE-1056)",MSI,17.3,16.0,3.9,1024.0,1356.29,179993.2459
"MSI 2022 GE76 Raider 17.3"" 144 Hz FHD Gaming Laptop 14-Core Intel i7-12700H 32GB DDR5 1TB NVMe SSD NVIDIA GeForce RTX3060 6GB WiFi AX HDMI RJ45 Thunberbolt4 Backlit DTS RGB Windows 11 Pro w/ RE USB",MSI,17.3,32.0,4.8,1024.0,1664.99,220960.82290000003
"MSI Vector GP76 17.3"" FHD 360Hz Gaming Laptop: Intel Core i9-12900HK RTX 3080 32GB 1TB NVMe SSD , Type-C USB 3.2 Gen2 w/ DP 1.4, Wi-Fi 6E, Cooler Boost 5, Win11 Home: Core Black 12UH-617",MSI,17.3,32.0,4.7,1024.0,2314.19,307116.1549
"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",MSI,17.3,16.0,4.0,512.0,1499.0,198932.29
"MSI Stealth GS77 17.3"" UHD 4K 120Hz Ultra Thin & Light Gaming Laptop: Intel Core i9-12900H RTX 3080 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, CNC Aluminum, Win11 Pro: Core Black 12UHS-040",MSI,17.3,32.0,4.2,1024.0,3199.0,424539.29000000004
"MSI Vector GP76 17.3"" QHD 240Hz Gaming Laptop Intel Core i9-12900H RTX3080TI 64GB 2TB NVMe SSD Win11 - Black (12UHSO-893)",MSI,17.3,64.0,0.0,2048.0,2699.0,358184.29000000004
"MSI Summit E16 FLIP EVO 16"" QHD+ Touch Ultra Thin 2-in-1 Professional Laptop Intel Core i7-1195G7 IRIS XE 16GB LPDDR4X 512GB NVMe SSD Win10Pro (A11MT-021)",MSI,16.0,16.0,5.0,512.0,1149.61,152564.7431
"MSI Prestige 14 Evo Laptop: 14"" FHD Ultra-Thin Bezel Display, Intel Core i7-1195G7, Iris Xe, 16GB RAM, 512GB NVMe SSD, Thunderbolt 4, Win 10 Home, Carbon Gray (A11MO-052)",MSI,14.0,16.0,4.5,512.0,887.05,117720.40550000001
"Newest MSI GF63 Premium Gaming Laptop, 15.6"" FHD Thin-Bezel Display,10th Gen Intel Quad-Core i5-10300H, 16GB RAM, 1TB SSD, GeForce GTX 1650 4GB, Backlit Keyboard, Windows 10",MSI,15.6,16.0,4.5,1024.0,679.99,90241.47290000001
"HP Envy Laptop, 17.3"" Full HD Touchscreen, 12th Gen Intel Core i7-1260P, 32GB DDR4 RAM, 1TB PCIe SSD, IR Camera, HDMI, Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Silver",HP,17.3,32.0,4.4,1024.0,1203.96,159777.53160000002
"HP Newest Flagship 15.6 HD Touchscreen IPS Laptop, 4-Core i5-1135G7(Up to 4.2GHz, Beat i7-1060G7), 16GB RAM, 512GB PCIe SSD, Iris Xe Graphics, Bluetooth, WiFi, Windows 11 Home S,w/GM Gaming Mouse",HP,15.6,16.0,4.5,512.0,649.0,86128.79000000001
"2021 Newest HP ENVY x360 2-in-1 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 5500U Processor up to 4.6GHz, 8GB Memory, 256GB PCIe SSD, Backlit Keyboard, HDMI, Wi-Fi, Windows 11 Home, Nightfall Black",HP,15.6,8.0,4.4,256.0,568.0,75379.28
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 10 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0030nr, 2021, Pale Rose Gold)",HP,14.0,4.0,4.4,64.0,259.0,34371.89
"HP 15.6"" Laptop with Intel 4-core CPU, 15.6"" HD LED Display, Intel Quad-core Processor, Bluetooth and Wi-Fi, HDMI, Long Battery Life, Windows 11 Home in S Mode(16GB RAM | 1TB SSD)",HP,15.6,16.0,4.4,1024.0,449.0,59586.79
"HP 2023 Newest 15.6’’ FHD Screen Laptop, Quad Core Intel i5-1135G7 (Beat i7-1065G7,Upto 4.2GHz), Iris Xe Graphics, 8GB RAM, 512GB SSD, HD Webcam, WiFi 6, 9+ Hours Battery, Winows 11+Marxsolcables",HP,15.6,8.0,0.0,512.0,549.0,72857.79000000001
"HP 2022 Pavilion 17 Laptop, 17.3"" HD+ Anti-Glare Display, 11th Gen Intel Core i3-1115G4, 16GB RAM, 256 GB PCIe SSD, Wireless-AC, Webcam, Long Battery Life, Windows 11, Silver (Latest Model)",HP,17.3,32.0,4.4,256.0,499.0,66222.29000000001
"HP Laptop, 15.6"" HD Display, Intel Pentium Silver N5030 4 Cores Processor, 16GB DDR4 RAM, 1TB SSD, SD Card Reader, 1-Year Office365 Subscription, HDMI, Wi-Fi, RJ-45, USB-C, Windows OS, Red, JVQ MP",HP,15.6,16.0,0.0,1024.0,459.0,60913.89000000001
"HP Pavilion 15 Laptop, 12th Generation Intel Core i7-1255U Processor, 16 GB RAM, 512 GB SSD, 15.6"" Full HD Display, Windows 11 Pro, Fingerprint Reader, Wi-Fi & Bluetooth, HD Webcam (15-eg2025nr 2022)",HP,15.6,16.0,4.4,512.0,899.0,119306.29000000001
"HP 15.6"" Laptop with Windows Home in S Mode - Intel Core i3 11th Gen Processor - 8GB RAM Memory - 256GB SSD Storage - Silver (15-dy2035)",HP,15.6,8.0,4.4,256.0,304.94,40468.587400000004
"2022 Newest HP 15.6"" HD Laptop Computer, Intel Celeron Quad-Core N4120(up to 2.6GHz), 16GB DDR4 RAM, 1TB SSD, HDMI, Bluetooth, Webcam, USB-C, RJ45 Ethernet, Windows 11S, Silver, JVQ Mousepad",HP,15.6,16.0,4.4,1024.0,499.0,66222.29000000001
"2021 HP Stream 14"" HD Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC, HD Audio, HD Webcam, Intel UHD Graphics 600, 1 Year Office, HDMI, Win 10 S, Black, 128GB SnowBell USB Card",HP,14.0,4.0,4.2,64.0,249.0,33044.79
"HP Laptop X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color",HP,14.0,4.0,4.5,64.0,219.0,29063.49
"HP 2022 Newest 17.3"" HD+ Display Laptop, 11th Gen Intel Core i3-1115G4(Up to 4.1GHz, Beat i5-1030G7), 16GB DDR4 RAM, 1TB PCIe SSD, Bluetooth, HDMI, Webcam, Windows 11, Silver, w/ 3in1 Accessories",HP,17.3,16.0,4.5,1024.0,449.0,59586.79
"2022 Newest HP Laptop with Microsoft Office Included 1-Year, 15.6"" HD Screen, AMD Athlon 3050U 16GB RAM 1TB SSD HDMI Port Webcam Gold White Windows 11 | College Student Bundle, ROKC HDMI Cable",HP,15.6,16.0,4.2,1000.0,549.99,72989.1729
"HP Pavilion 17 Laptop, 17.3"" FHD IPS 100% sRGB Display, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, 32 GB RAM, 1 TB SSD, WiFi, Webcam, Long Battery Life, Windows 11 (Latest Model)",HP,17.3,32.0,4.7,1024.0,799.99,106166.6729
"2022 HP Stream 14inch Laptop, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory,128GB Storage(64GB eMMC+Card),WiFi,Webcam,Bluetooth,1-Year Microsoft 365 Win10 S, Snow White | NoCo Bundle",HP,14.0,4.0,4.4,64.0,269.95,35825.0645
"HP 2022 Newest 14"" HD Laptop Light-Weight, AMD 3020e(Up to 2.6GHz), 8GB RAM, 128GB SSD + 64GB eMMC, 1 Year Microsoft Office 365, WiFi, Bluetooth 5, USB Type-A&C, HDMI, Webcam w/3in1 Accessories",HP,14.0,8.0,4.3,64.0,337.0,44723.270000000004
"2022 Newest HP Stream 14"" HD Display, Intel Celeron N4120 Processor, 4GB Memory - 64GB eMMC ,WiFi ,Bluetooth, Type-C, 802.11AC , Win10 S - Indigo Blue",HP,14.0,4.0,0.0,64.0,245.0,32513.95
"HP Newest 17 Laptop, 17.3"" HD+ Display, 11th Gen Intel Core i3-1115G4 Processor, 32GB RAM, 1TB PCIe SSD, Webcam, Bluetooth, HDMI, RJ-45, Windows 11 Home, Silver",HP,17.3,32.0,4.3,1024.0,599.99,79624.6729
"HP Envy Laptop, 17.3"" IPS Touchscreen, Intel Core i7-1260P, Intel Iris Xe Graphics, Backlit Keyboard, Wi-Fi 6, Long Battery Life, Audio by Bang & Olufsen, Win 11 (32GB RAM | 1TB PCIe SSD)",HP,17.3,32.0,0.0,1024.0,1299.0,172390.29
"2022 Newest HP Premium Laptop, 15.6"" HD LED Display, AMD Dual-Core Processor, AMD Radeon Graphics, 16GB RAM, 1TB SSD, 3 in 1 Business Bundle, HDMI, USB Type-C, Long Battery Life, Windows 10, Silver",HP,15.6,16.0,4.3,1024.0,499.0,66222.29000000001
"2020 Newest HP Stream 11.6 inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Webcam, HDMI, Windows 10",HP,11.6,4.0,4.5,64.0,159.0,21100.890000000003
"HP 2022 Newest Upgraded Touch-Screen Laptops for College Student & Business, 15.6 inch FHD Computer, Intel 11th Generation Core i7 1165G7, 16GB RAM, 1TB SSD, HDMI, Webcam, Windows 11, ROKC MP",HP,15.6,16.0,5.0,1000.0,849.99,112802.1729
"[Windows 11 Pro] HP 15 15.6"" FHD Business Laptop Computer, 11th Generation Intel 4-core i5-1135G7 (Beat i7-1160G7), 32GB RAM 1TB PCIe SSD, Intel Iris Xe Graphics, Numeric Keypad, BT 5.2, HDMI, w/Hub",HP,15.6,32.0,4.5,1024.0,729.0,96745.59000000001
"HP 2022 Pavilion 17.3 inch IPS FHD Laptop, Intel Core i5-1135G7 (Beats i7-1065G7), Intel Iris Xe Graphics, 32GB RAM, 1TB PCIe SSD, Backlit Keyboard, WiFi 5, Long Battery Life, Webcam, Windows 11 Pro",HP,17.3,32.0,4.1,1024.0,989.0,131250.19
"2022 Newest HP 14 Laptop, 14"" HD IPS Display, AMD Ryzen 3 3250U Processor, AMD Radeon Graphics, 16GB RAM, 1TB SSD, USB Type-C, HDMI, Long Battery Life Up to 10 Hours, Windows 11 + Microfiber Cloth",HP,14.0,16.0,4.5,128.0,429.99,57063.97290000001
"HP Pavilion x360 15.6 inch 2-in-1 Laptop PC, 11th Gen Intel Core i5-1135G7, 12 GB RAM, 256 GB SSD Storage, Full HD IPS Micro-Edge Display, Windows 10 Home, HD Webcam, Audio by B&O (15-er0010nr, 2021)",HP,15.6,12.0,4.5,0.01,699.0,92764.29000000001
"HP Envy Laptop, 17.3"" IPS Touchscreen, Intel Core i7-1255U, GeForce MX 550, Backlit Keyboard, Fingerprint Reader, Wi-Fi 6, Audio by Bang & Olufsen, Win 11 (32GB RAM | 1TB PCIe SSD)",HP,17.3,32.0,0.0,1024.0,1399.0,185661.29
"HP 2022 Newest Pavilion 15.6'' HD Laptop Computer,AMD Athlon Silver 3050U (Up to 3.2GHz),8GB RAM,256GB SSD,Webcam,USB-C,Fast Charger,Numpad,Wins 10 W/1 Year Microsoft 365,Mouse,Sleeve Gold",HP,15.0,8.0,4.5,256.0,429.0,56932.590000000004
"HP 15.6"" Laptop, Intel Core i5-1135G7 Processor, Intel Iris Xe Graphics, 15.6"" FHD Anti-Glare Display, Online Meeting Ready, HDMI, Wi-Fi and Bluetooth, Windows 11 Home(16GB RAM | 1TB SSD)",HP,15.6,16.0,5.0,1024.0,599.0,79493.29000000001
"HP 2022 15.6"" HD Laptop, Intel Pentium N5030 Processor, 8GB RAM, 256GB PCIe SSD, Intel HD Graphics, HD Webcam, Stereo Speakers, Black, Windows 11, 32GB SnowBell USB Card",HP,15.6,8.0,5.0,256.0,349.0,46315.79
"HP Business Laptop, 15.6"" HD Touchscreen, Intel Core i3-1115G4 Processor (Up to 4.10 GHz), 16GB RAM, 1TB SSD, 11 Hr Battery Life, Micro-Edge, Anti-Glare Screen, Thin & Portable, Win 11",HP,15.6,16.0,4.5,1024.0,569.0,75511.99
"HP New 2022 17.3"" FHD IPS Display, 11th Gen Intel Core i3-1115G4, Windows 11 Home, 8GB RAM, 256GB SSD, Wi-Fi 5, Bluetooth, HDMI, Webcam",HP,17.3,8.0,4.3,256.0,358.0,47510.18
"HP Pavilion 15.6"" FHD Laptop, AMD Ryzen 5 5500U (Beats i7-11370H), Thin & Portable, Micro-Edge & Anti-Glare Screen, Long Battery Life, Windows 11 (16GB RAM | 1TB PCIe SSD)",HP,15.6,16.0,0.0,1024.0,599.0,79493.29000000001
"HP 15 Laptop, 11th Gen Intel Core i5-1135G7 Processor, 16GB RAM, 512B SSD, 15.6-inch Full HD (1920 x 1080) Display, HDMI, 802.11ac, Bluetooth, Windows 10 Home, Long Battery Life, Accessories Included",HP,15.6,16.0,4.4,512.0,638.99,84800.36290000001
"2020 HP 15.6"" HD Touchscreen Premium Home & Business Laptop, 10th Gen Intel Quad-Core i5-1035G1 Upto 3.6GHz, 8GB RAM, 512GB SSD, WiFi, HDMI, Bluetooth, Card Reader, Windows 10",HP,15.6,8.0,4.4,512.0,489.9,65014.629
"2022 Newest Upgraded HP Laptops for College Student & Business, 15.6 inch FHD, 11th Gen Intel Core i3-1115G4 32GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi, Bluetooth, Windows 11 Silver ROKC MP (15-dw3033dx)",HP,15.6,32.0,4.6,1000.0,679.99,90241.47290000001
"HP 2022 Newest Touch-Screen Laptops for College Student & Business, 15.6 inch HD Computer, Intel 11th Core i5-1135G7, 32GB RAM, 1TB SSD, Fast Charge, HDMI, Webcam, Wi-Fi, Windows 11, LIONEYE MP",HP,15.6,32.0,4.0,1000.0,699.99,92895.6729
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Rose Gold, Windows 11 + 1 Year Microsoft 365",HP,14.0,8.0,4.2,64.0,339.0,44988.69
"HP Pavilion 15 Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16 GB RAM, 512 GB SSD Storage, Full HD IPS micro-edge Display, Windows 11 Pro, Compact Design, Long Battery Life (15-eg0025nr, 2021)",HP,15.6,0.015625,4.4,512.0,599.0,79493.29000000001
"HP Pavilion Business Laptop, 15.6"" HD Touchscreen, Intel Core i5-1135G7 Processor, Long Battery Life, Compact Design, HP Fast Charge, Windows 11 (16GB RAM | 1TB PCIe SSD)",HP,15.6,16.0,5.0,1024.0,679.0,90110.09000000001
"HP 14 Laptop, 14"" Touchscreen Display, AMD Ryzen 3 3250U Dual-core Processor, HDMI, Online Conference Ready, Light-Weight Laptop for Home use and Student, Windows 11(16GB RAM | 1TB SSD)",HP,14.0,16.0,4.1,1024.0,479.0,63568.090000000004
